MP name,Nature of membership,Start of term,End of term,No. of Term,Standing Committee Membership,State,Constituency,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills  average,State's Questions average,State's Attendance average
Pradeep Kumar Balmuchu,Elected,4-May-12,In office,First Term,Coal & Steel,Jharkhand,,Indian National Congress,Male,Post Graduate,M.Com; Studied at Co-operative college Jamshedpur,59,13,0,591,81%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),60.7,1.1,266,78%,25.3,0.2,350,79%
Pradeep Tamta,Elected,5-Jul-16,In office,First Term,Water Resources ,Uttarakhand,,Indian National Congress,Male,Post Graduate,"M.A, LL.B and B.Ed.; Educated at Kumaon University, Nainital, Uttarakhand",58,4,3,0,100%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,4.7,1.3,51,91%
Pradip Bhattacharya,Elected,18-Aug-11,In office,First Term,Information Technology,West Bengal,,Indian National Congress,Male,Post Graduate,"B.A. (Hons.), M.A. Educated at Itagoria High School, SURI Vidyasagar College and Burdwan University, West Bengal",72,49,0,458,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),67.2,1.2,313,78%,100,2,211,74%
Praful Manoharbhai Patel,Elected,5-Jul-16,In office,Fourth Term,Defence,Maharashtra,,Nationalist Congress Party,Male,Graduate,"B.Com.; Educated at University of Bombay, Mumbai, Maharashtra",60,27,0,4,65%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.2,0.8,163,78%,42.2,2.6,272,76%
Prakash Javadekar,Elected,13-Jun-14,In office,Second Term,No,Madhya Pradesh,,Bharatiya Janata Party,Male,Graduate,"B. Com. Educated at University of Pune, Pune ",66,119,8,641,92%,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 21st Feb, 2014. During his previous term, he was an e (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",46.4,1.1,312,78%,53.4,1.3,491,84%
Pramod Kureel,Elected,9-Jul-10,02/04/2012,First Term,No,Uttar Pradesh,,Bahujan Samaj Party,Male,Post Graduate,"B. Arch. (Bachelor of Architechture), M. Arch. (Master of Architechture) Educated at School of Planning and Architechture, New Delhi",50,15,0,15,66%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),13.8,0.3,104,78%,12.1,0.9,65,82%
Pramod Tiwari,Elected,13-Dec-13,In office,First Term,Industry,Uttar Pradesh,,Indian National Congress,Male,Professional Graduate,"B.Sc., LL.B.",65,105,0,194,92%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),46.3,0.8,175,78%,58.3,0.5,152,82%
Prasanna Acharya,Elected,2-Jul-16,In office,First Term,"Science & Technology, Environment & Forests",Odisha,,Biju Janata Dal,Male,Professional Graduate,"LLB from L.R. Law College Sambalpur University and Graduation from Panchayat College, Sambalpur University",67,0,0,0,53%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,5.4,0,50,77%
Prasanta Chatterjee,Elected,3-Apr-08,02/04/2014,Second Term,No,West Bengal,,Communist Party of India (Marxist),Male,Graduate,"Matriculation, Educated at Narikeldanga High School, Kolkata and City College, Kolkata",77,90,0,173,81%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,59.8,0.6,168,74%
Pratap Singh Bajwa,Elected,10-Apr-16,In office,First Term,Human Resource Development,Punjab,,Indian National Congress,Male,Graduate,"B.A.; educated at D.A.V. College, Chandigarh, Punjab",60,20,0,59,77%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),15.4,0.2,56,78%,13.5,0,75,80%
Praveen Rashtrapal,Elected,3-Apr-12,12/05/2016,Second Term,Social Justice & Empowerment ,Gujarat,,Indian National Congress,Male,Professional Graduate,"B.A., LL.B. Educated at Siddharth College, Mumbai",77,43,0,277,78%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),51,0.9,228,78%,32.2,2.7,226,79%
Pravinchandra Rughnathji Naik,Elected,19-Feb-10,18/08/2011,First Term,No,Gujarat,,Bharatiya Janata Party,Male,Diploma Course,Electrical and Mechancial Engineering,80,0,0,8,82%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),11.5,0.4,92,78%,7.2,0,69,79%
Prem Chand Gupta,Elected,10-Apr-14,In office,Fourth Term,Chemicals & Fertilizers,Jharkhand,,Rashtriya Janata Dal,Male,Graduate,"Graduate (Economics) Educated at Vaish College, Bhiwani, D.N.College, Hissar and Faculty of Law, Delhi University ",67,46,0,124,92%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,15.8,0,217,79%
Prithviraj Chavan,Elected,3-Apr-08,06/05/2011,Second Term,No,Maharashtra,,Indian National Congress,Male,Post Graduate,"B.E.(Hons), M.S. Educated at B.I.T.S., Pilani, Rajasthan and University of California, Berkeley, U.S.A. ",71,0,0,0,19%,"This MP was a minister. He tendered his resignation on 10th Nov, 2010. Ministers represent the government in debates, so we do not report their participation. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",17.2,0.5,130,78%,21.4,0.4,187,76%
Pyarelal Khandelwal,Elected,30-Jun-04,06/10/2009,Second Term,No,Madhya Pradesh,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Intermediate Educated at Madhyamik Shiksha Parishad, Indore",87,0,0,17,93%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),4.3,0.1,25,78%,2.3,0,20,84%
Pyarimohan Mohapatra,Elected,2-Jul-10,01/07/2016,Second Term,Energy ,Odisha,,Independent,Male,Post Graduate,"B.A. (Hons.) in Economics, M.A. in Political Science, Diploma in Development Administration Educated at Ravenshaw College, Cuttack, Allahabad University, Allahabad and London School of Economics, London ",77,71,0,209,58%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,86,0.7,350,77%
R. K. Sinha,Elected,10-Apr-14,In office,First Term,External Affairs and Home Affairs,Bihar,,Bharatiya Janata Party,Male,Graduate,"B.A. (Hons.) N.L. Educated at A.N. College, Patna",65,4,0,22,73%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,60.5,0.1,98,80%
R. Lakshmanan,Elected,25-Jul-13,In office,First Term,Health and Family Welfare,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Professional Graduate,"M.B.B.S., D. Ortho. Educated at RMMC & H, Annamalai University, Chidambaram, Tamil Nadu",45,18,0,379,82%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),51.6,0.8,194,78%,76.5,0.6,288,75%
R. Vaithilingam,Elected,30-Jun-16,In office,First Term,Agriculture,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.A. from University of Madras, Presidency College, Chennai",62,0,0,78,60%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,16.9,0.2,61,75%
R.C. Singh,Elected,25-Jun-08,02/04/2012,First Term,No,West Bengal,,Communist Party of India,Male,Inter/ Higher Secondary,"Higher Secondary, Certificate in Mining Educated at D.A.V. School, Mau, Janta Degree College, Ranipur, Mau, Uttar Pradesh and Indian School of Mines, Dhanbad ",72,92,3,601,96%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,37.6,0.4,126,74%
R.K. Dhawan,Elected,8-Jul-04,07/07/2010,Second Term,No,Bihar,,Indian National Congress,Male,Graduate,"Graduate, Educated at Panjab University, Chandigarh ",79,0,0,0,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,11.5,0,85,80%
R.S. Bharathi,Elected,30-Jun-16,In office,First Term,Urban Development,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Professional Graduate,BA.BL. from Madras University,70,4,0,0,92%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,16.9,0.2,61,75%
Raashid Alvi,Elected,3-Apr-06,02/04/2012,Second Term,No,Andhra Pradesh,,Indian National Congress,Male,Professional Graduate,"B.Sc., LL.B. Educated at K.G.K. College, Moradabad (Uttar Pradesh) ",60,13,0,59,98%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,27.1,1.3,342,78%
Rabinarayan Mohapatra,Elected,4-Apr-12,30/05/2014,First Term,No,Odisha,,Biju Janata Dal,Male,Graduate,"B.A. Educated at B.C. High School, Ranpur and Autonomous Nayagarh College, Nayagarh, Odisha",59,12,0,30,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),16.1,0.4,110,78%,20.2,0.5,85,77%
Radhakant Nayak,Elected,2-Jul-04,01/07/2010,First Term,No,Odisha,,Indian National Congress,Male,Doctorate,"B.A., M.A., Ph.D. Educated at Q.M. School, Berhampur, Khallikote College, Berhampur, Ravenshaw College, Cuttack and Utkal University, Bhubaneswar Conferred of Honorary Doctorate (Honoris Causa) by New England College (University), Henniker, New Hampshire,",78,4,0,0,82%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,11.6,0,74,77%
Raghunandan Sharma,Elected,10-Apr-08,09/04/2014,First Term,No,Madhya Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Political Science) Educated at Vikram University, Ujjain ",70,23,0,409,88%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,46.4,1.4,384,84%
Rahul Bajaj,Elected,20-Jun-06,04/07/2010,First Term,No,Maharashtra,,Independent,Male,Professional Post Graduate,"B.A.(Hons.), LL.B., M.B.A. Educated at Delhi University, Bombay University and Harvard University (U.S.A.) ",78,17,0,57,88%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,13.1,0.3,105,76%
Raj Babbar,Elected,16-Mar-15,In office,Second Term,External Affairs,Uttarakhand,,Indian National Congress,Male,Graduate,"Graduate in Theatre; Educated at National School of Drama, New Delhi",64,22,0,58,79%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),29.3,0.5,113,78%,36.1,1.3,174,91%
Raj Mohinder Singh Majitha,Elected,5-Jul-04,04/07/2010,Second Term,No,Punjab,,Shiromani Akali Dal,Male,Graduate,"B.A. Educated at Khalsa College, Amritsar (Punjab) B.A. Educated at Khalsa College, Amritsar (Punjab) ",77,4,0,259,48%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,3.5,0,83,80%
Rajani Patil,Elected,10-Jan-13,In office,First Term,"Personnel, Public Grievances, Law and Justice",Maharashtra,,Indian National Congress,Female,Graduate,"B.A. (German Language) Educated at University of Pune, Pune, Maharashtra",58,93,0,564,90%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),54.6,0.8,221,78%,53.2,2.7,370,76%
Rajaram,Elected,26-Nov-14,In office,Second Term,Labour ,Uttar Pradesh,,Bahujan Samaj Party,Male,Post Graduate,"Post Graduate Educated at Kashi Vidyapeeth, Varanasi ",48,7,0,0,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,92,2.1,355,82%
Rajeev Chandrasekhar,Elected,3-Apr-12,In office,Second Term,Defence,Karnataka,,Independent,Male,Post Graduate,"B.E. (Electrical Engg.), Masters in Computer Science, Advanced Management Programme Educated at Manipal Institute of Technology, Manipal (Karnataka), Illinois Institute of Technology, Chicago and Harvard University, Boston (U.S.A.) ",52,68,12,927,71%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,51.3,2.6,354,70%
Rajeev Shukla,Elected,3-Apr-12,In office,Third Term,"Transport, Tourism and Culture",Maharashtra,,Indian National Congress,Male,Post Graduate,"M.A., LL.B. Educated at P.P.N. College, Kanpur University, Christ Church College, Kanpur University and V.S.S.D. College of Law, Kanpur University",57,107,0,296,91%,"This MP was a minister from Jul, 2011 to April 2014.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th Mar, 2011 and from May 2014 onwards. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",85.4,1.8,453,78%,91.1,3.9,737,76%
Rajiv Pratap Rudy (RS),Elected,4-Jul-08,16/05/2014,Second Term,No,Bihar,,Bharatiya Janata Party,Male,Post Graduate,"B.A. (Hons.) (Eco.), M.A. (Eco.), LL.B., Commercial Pilot Licence Educated at St. Michaels High School, Patna (Bihar), Government College and Panjab University, Chandigarh ",54,37,0,398,90%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,53.4,0.1,348,80%
Rajkumar Dhoot,Elected,3-Apr-14,In office,Third Term,Health and Family Welfare,Maharashtra,,Shiv Sena,Male,Graduate,"B.Com.(Hons.) Educated at S.B. College, Aurangabad (Maharashtra) ",61,8,21,1192,53%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,91.1,3.9,737,76%
Rajniti Prasad,Elected,3-Apr-06,02/04/2012,First Term,No,Bihar,,Rashtriya Janata Dal,Male,Professional Graduate,"B.A., LL.B. Educated at RD&DJ College, Munger, Bhagalpur University, Bihar and Patna Law College, Patna University, Bihar",70,101,0,141,83%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,29.5,0.1,215,80%
Rajpal Singh Saini,Elected,5-Jul-10,04/07/2016,First Term,Agriculture,Uttar Pradesh,,Bahujan Samaj Party,Male,Graduate,"Graduate ; Educated at D.A.V. Inter College Budhana, Muzaffarnagar, Shri Chandan Lal National Inter College, Kandhla and S.D. Degree College, Muzaffarnagar, Uttar Pradesh",64,19,0,0,98%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),65,1.2,333,78%,71.4,1.6,259,82%
Ram Dayal Munda,Nominated,22-Mar-10,30/09/2011,First Term,No,,,Independent,Male,Doctorate,"M.A., Ph.D., Educated at Ranchi University, Ranchi and University of Chicago, U.S.A.",77,0,0,0,62%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),11.5,0.4,89,78%,5.5,0,43,72%
Ram Gopal Yadav,Elected,26-Nov-14,In office,Fourth Term,Health and Family Welfare,Uttar Pradesh,,Samajwadi Party,Male,Doctorate,"M. Sc. (Physics), M.A. (Political Science), Ph. D., Educated at Agra University, Agra and Kanpur University, Kanpur ",70,173,0,0,83%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),85.4,1.8,453,78%,92,2.1,355,82%
Ram Jethmalani,Elected,8-Jul-16,In office,Sixth Term,Energy,Bihar,,Independent,Male,Graduate,"LL.M. Educated at S.C. Shahani Law College, Karachi",93,16,0,510,63%,"This MP has been re-elected/nominated. During his previous term, this MP was a nominated representative; the term ended on 26th Aug, 2009. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",75.3,1.4,376,78%,73.4,0.4,379,80%
Ram Kripal Yadav (RS),Elected,8-Jul-10,16/05/2014,First Term,No,Bihar,,Rashtriya Janata Dal,Male,Professional Graduate,"B.A.(Hons.), LL.B. ; Educated at Magadh University, Patna (Bihar)",59,121,0,329,79%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),29.9,0.7,214,78%,42,0.1,264,80%
Ram Kumar Kashyap,Elected,10-Apr-14,In office,First Term,Commerce,Haryana,,Indian National Lok Dal,Male,Post Graduate,"M.A. (Economics), LL.B. Educated at Kurukshetra University , Kurukshetra (Haryana)",66,27,0,248,99%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,20.3,0,121,87%
Ram Narain Dudi,Elected,10-Apr-14,In office,First Term,Labour and Industry,Rajasthan,,Bharatiya Janata Party,Male,Post Graduate,"M. A. (History) Educated at Jainarayan Vyas University, Jodhpur (Rajasthan)",68,17,0,134,95%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,38.2,0.5,135,84%
Ram Narayan Sahu,Elected,5-Jul-04,04/07/2010,First Term,No,Uttar Pradesh,,Samajwadi Party,Male,Under Matric,"Under Martric, Educated at Vishnu Narayan Inter College, Lucknow ",78,14,0,0,76%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,8.4,0.4,58,82%
Ram Nath Thakur,Elected,10-Apr-14,In office,First Term,Agriculture,Bihar,,Janata Dal (United),Male,Inter/ Higher Secondary,"Intermediate (Arts) Educated at G.K.P. College, Samastipur, L.N.M. University, Darbhanga, (Bihar)",67,71,0,257,95%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,60.5,0.1,98,80%
Ram Prakash,Elected,10-Apr-08,09/04/2014,Second Term,No,Haryana,,Indian National Congress,Male,Doctorate,"M.Sc.(Hons.), Ph.D. in Chemistry, UNESCO Course in Analytical Chemistry, D.Sc. (Honoris causa) Educated at D.A.V. College, Ambala City, Panjab University, Chandigarh, Charles University, Prague (Praha) and Heyrovsky Institute of Polarography, Prague (Prah",77,42,0,198,95%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,28.4,2.3,205,87%
Ram Vichar Netam,Elected,30-Jun-16,In office,First Term,Coal & Steel,Chhattisgarh,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary,54,4,0,79,98%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,12.6,0,63,88%
Ram Vilas Paswan (RS),Elected,8-Jul-10,16/05/2014,First Term,No,Bihar,,Lok Janasakti Party,Male,Post Graduate,"M.A., LL.B., D.Litt (Honoris Causa) conferred by Bundelkhand University, Jhansi (Madhya Pradesh) ; Educated at Kosi College, Khagaria and Patna University, Patna (Bihar)",70,69,0,204,76%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),29.9,0.7,214,78%,42,0.1,264,80%
Rama Chandra Khuntia,Elected,3-Apr-08,02/04/2014,Second Term,No,Odisha,,Indian National Congress,Male,Professional Post Graduate,"Graduate in Law, M.B.A. Educated at Utkal University and Sikkim Manipal University ",64,99,5,777,80%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,55.1,0.5,259,77%
Ramchandra Prasad Singh,Elected,8-Jul-16,In office,Second Term,"Personnel, Public Grievances, Law and Justice",Bihar,,Janata Dal (United),Male,Post Graduate,"B.A. (Hons.) in History, M.A. (International Relations) ; Educated at High School, Hussainpur, Nalanda, Science College, Patna University, Patna College, Patna University, Patna and Jawaharlal Nehru University, New Delhi",58,12,0,370,63%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),75.3,1.4,376,78%,102.5,0.1,362,80%
Ramdas Agarwal,Elected,4-Apr-06,03/04/2012,Third Term,No,Rajasthan,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Intermediate, Hindi Visharad Educated at Jaipur Maharaja College, Jaipur ",80,24,0,410,64%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,27.8,0.5,284,84%
Ramdas Bandu Athawale,Elected,3-Apr-14,In office,First Term,No,Maharashtra,,Republican Party of India (A),Male,Under Graduate,"Under Graduate Educated at Siddharth College, Mumbai",57,40,0,378,79%,"This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",35,0.6,119,78%,32.9,2,204,76%
Ramkumar Verma,Elected,5-Jul-16,In office,First Term,Social Justice & Empowerment ,Rajasthan,,Bharatiya Janata Party,Male,Information not available,Information not available,60,2,0,0,100%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,6,0.1,30,84%
Ranbir Singh Parjapati,Elected,2-Aug-10,01/11/2014,First Term,No,Haryana,,Indian National Lok Dal,Male,Inter/ Higher Secondary,"Intermediate Educated at Arya School, Hisar and Board of Secondary Education, Bhopal",53,16,0,60,72%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),36.5,0.8,231,78%,18.4,2.3,162,87%
Ranee Narah,Elected,3-Apr-16,In office,First Term,Petroleum & Natural Gas,Assam,,Indian National Congress,Female,Graduate,"B.A.; Educated at Gauhati University, Guwahati (Assam) ",51,8,0,68,56%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),15.4,0.2,56,78%,15.3,0,48,83%
Rangasayee Ramakrishna,Elected,3-Apr-12,In office,First Term,"Science & Technology, Environment & Forests and Transport, Tourism and Culture",Karnataka,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Economics), B.L. Educated at Sri Ramakrishna Mission High School, Chennai, Loyola College, Madras University and Madras Law College, Madras University, Chennai",83,28,1,67,99%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.5,1.1,272,78%,40,1.2,272,70%
Ranjib Biswal,Elected,3-Apr-14,In office,First Term,Coal & Steel,Odisha,,Indian National Congress,Male,Post Graduate,"B.A.(Hons.), M.A. Educated at BJB College, Bhubaneswar, Odisha and St. Stephen's College, University of Delhi, Delhi",46,10,0,287,71%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,47.9,0.2,215,77%
Ranjitsinh Vijaysinh Mohite-Patil,Elected,4-Aug-09,02/04/2012,First Term,No,Maharashtra,,Nationalist Congress Party,Male,Graduate,,45,17,0,210,78%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),20.2,0.5,159,78%,24.6,0.6,251,76%
Ranvijay Singh Judev,Elected,10-Apr-14,In office,First Term,Coal & Steel and Railways ,Chhattisgarh,,Bharatiya Janata Party,Male,Under Graduate,"B.Com. (Part-II) Educated at Delhi University, New Delhi",48,49,0,24,98%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,36.6,0,169,88%
Rashid Masood,Elected,5-Jul-10,19/09/2013,Third Term,No,Uttar Pradesh,,Indian National Congress,Male,Professional Post Graduate,"B.Sc., LL.M. Educated at Aligarh Muslim University, Aligarh (Uttar Pradesh)",69,0,0,226,73%,"This MP was re-elected/nominated. During his previous term, he was affiliated with SP; the term ended on 9th Mar, 2012. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",29,0.7,196,78%,25.3,1.2,141,82%
Ravi Prakash Verma,Elected,26-Nov-14,In office,First Term,Labour ,Uttar Pradesh,,Samajwadi Party,Male,Professional Graduate,"B.A., LL.B. Educated at Sardar Patel Vidyalaya,New Delhi, Krishak Samaj Inter College, Gola Gokaran Nath, Kheri, Allahabad University, Allahabad and Lucknow University, Lucknow,",56,47,0,149,88%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),38.6,0.7,140,78%,48.9,0.3,126,82%
Ravi Shankar Prasad,Elected,3-Apr-12,In office,Third Term,No,Bihar,,Bharatiya Janata Party,Male,Post Graduate,"B.A.Hons., M.A. (Pol.Science), LL.B.; Educated at Patna University",62,104,0,761,77%,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 21st Feb, 2014. (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.)",40,1,291,78%,53.4,0.1,348,80%
Rekha,Nominated,27-Apr-12,In office,First Term,"Food, Consumer Affairs & Public Distribution",,,Independent,Female,Matric,"Matriculation Educated at Sacred Heart Convent, Church Park, Chennai",62,0,0,0,7%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.4,1.1,270,78%,27.2,0.6,60,72%
Renubala Pradhan,Elected,3-Apr-08,02/04/2014,First Term,No,Odisha,,Biju Janata Dal,Female,Matric,"Matric, Educated at Mahatma Gandhi High School, Sheragada, Distt. Ganjam, Orissa ",52,9,0,177,63%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,55.1,0.5,259,77%
Renuka Chowdhury,Elected,3-Apr-12,In office,Third Term,"Health and Family Welfare and Science & Technology, Environment & Forests",Andhra Pradesh,,Indian National Congress,Female,Post Graduate,"Master of Industrial Psychology; Educated at Karnataka University, Bangalore",62,64,2,370,85%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),61.5,1.1,272,78%,41.3,1.7,350,78%
Rewati Raman Singh,Elected,5-Jul-16,In office,First Term,Rural Development ,Uttar Pradesh,,Samajwadi Party,Male,Professional Graduate,"B.A., LL.B.",73,3,0,0,100%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10.4,0.2,44,78%,12.2,0.1,39,82%
Ripun Bora,Elected,3-Apr-16,In office,First Term,"Food, Consumer Affairs & Public Distribution",Assam,,Indian National Congress,Male,Professional Post Graduate,"B.A.,  M.A., LLB.",62,35,0,102,87%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),15.4,0.2,56,78%,15.3,0,48,83%
Rishang Keishing,Elected,10-Apr-08,09/04/2014,Second Term,No,Manipur,,Indian National Congress,Male,Graduate,"B.A. Educated at St. Paul's Cathedral College, Kolkata ",66,1,0,0,86%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),40,1,291,78%,1,0,0,84%
Ritabrata Banerjee,Elected,3-Apr-14,In office,First Term,"Transport, Tourism and Culture",West Bengal,,Communist Party of India (Marxist),Male,Post Graduate,"M.A. (English) Educated at South Point High School, Asutosh College and University of Calcutta, Kolkata",37,102,0,325,90%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,69.7,1.8,147,74%
Ronald Sapa Tlau,Elected,19-Jul-14,In office,First Term,"Science & Technology, Environment & Forests",Mizoram,,Indian National Congress,Male,Post Graduate,"M.A. (Mass Communication) Educated at Spicer College, Pune and Howard University, Washington D.C., U.S.A.",63,11,0,36,80%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),43.8,0.7,156,78%,10.8,0,35,84%
Roopa Ganguly,Nominated,16-Nov-16,In office,First Term,Chemicals & Fertilizers,,,Bharatiya Janata Party,Female,Information not available,Information not available,50,0,0,0,76%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),3.4,0.2,28,78%,2.1,0.1,10,72%
Rudra Narayan Pany,Elected,4-Apr-06,03/04/2012,Second Term,No,Odisha,,Bharatiya Janata Party,Male,Graduate,B.A. (Hons.) with distinction Educated at Utkal University (Orissa) ,57,107,0,403,84%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),23.9,0.6,181,78%,34.8,0,174,77%
S. Anbalagan,Elected,30-Jun-04,29/06/2010,First Term,No,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A.(History) Educated at Madurai Kamaraj University, Madurai",67,8,0,77,76%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),10,0.3,77,78%,15.6,0.2,76,75%
S. Muthukaruppan,Elected,3-Apr-14,In office,First Term,Energy,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A., B.L., B.Ed. Educated at St. John's College, Palayamkottai, Madurai Kamraj University, Madurai, St. Xavier's College of Education, Palayamkottai and Law College, Madurai, Tamil Nadu",58,34,0,0,88%, (Data corresponds to the period from 1 Jun 2009 to 15 Mar 2017.),45.4,0.8,163,78%,68.4,0.6,248,75%
